kind,id,family,title,method,path,native_file,boost_case,process_file,evidence_tier,quality,handler,notes
CASE,CR11-UX-08,UX,Session reauthentication,,,src/test/modelnet_cr11_ux_tests.cpp,cr11_ux_08_session_reauthentication,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,retain draft but recheck current plan and permissions
CASE,CR11-UX-09,UX,Localized units,,,src/test/modelnet_cr11_ux_tests.cpp,cr11_ux_09_localized_units,,NATIVE,WEAK,src/modelnet/hcp_cr11_engine.inc.cpp,Cr11Capacity 250; not locale/units
CASE,CR11-UX-10,UX,Free public journey,,,src/test/modelnet_cr11_ux_tests.cpp,cr11_ux_10_free_public_journey,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,"no compulsory exchange payment, new wallet or forced subscription"
CASE,CR11-SCALE-01,SCALE,Read load,,,src/test/modelnet_cr11_scale_tests.cpp,cr11_scale_01_read_load,,NATIVE,WEAK,src/modelnet/hcp_cr11_engine.inc.cpp,64 GET /health; not 1000 rps measured
CASE,CR11-SCALE-02,SCALE,Write load,,,src/test/modelnet_cr11_scale_tests.cpp,cr11_scale_02_write_load,,NATIVE,WEAK,src/modelnet/hcp_cr11_engine.inc.cpp,32 POST allocations; not 100 wps transactional
CASE,CR11-SCALE-03,SCALE,History scale,,,src/test/modelnet_cr11_scale_tests.cpp,cr11_scale_03_history_scale,,NATIVE,WEAK,src/modelnet/hcp_cr11_engine.inc.cpp,EventLogicalCount>=0
CASE,CR11-SCALE-04,SCALE,Queued jobs,,,src/test/modelnet_cr11_scale_tests.cpp,cr11_scale_04_queued_jobs,,NOT_RUN,STUB,src/modelnet/hcp_cr11_engine.inc.cpp,BOOST_CHECK(true) only after DeliverEventDuplicates
CASE,CR11-SCALE-05,SCALE,Body bound,,,src/test/modelnet_cr11_scale_tests.cpp,cr11_scale_05_body_bound,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,reject before unbounded allocation or signature work
CASE,CR11-SCALE-06,SCALE,Failure isolation,,,src/test/modelnet_cr11_scale_tests.cpp,cr11_scale_06_failure_isolation,,NATIVE,WEAK,src/modelnet/hcp_cr11_engine.inc.cpp,GET /health
CASE,CR11-SCALE-07,SCALE,Slow export consumer,,,src/test/modelnet_cr11_scale_tests.cpp,cr11_scale_07_slow_export_consumer,,NATIVE,WEAK,src/modelnet/hcp_cr11_engine.inc.cpp,POST export 201; no slow consumer
CASE,CR11-SCALE-08,SCALE,Leader crash,,,src/test/modelnet_cr11_scale_tests.cpp,cr11_scale_08_leader_crash,,NOT_RUN,STUB,src/modelnet/hcp_cr11_engine.inc.cpp,BOOST_CHECK(true) only after ExpireLease/SetExecutorOwner
CASE,CR11-SCALE-09,SCALE,Cursor expiry,,,src/test/modelnet_cr11_scale_tests.cpp,cr11_scale_09_cursor_expiry,,NATIVE,WEAK,src/modelnet/hcp_cr11_engine.inc.cpp,GET /events status OR cursor code
CASE,CR11-SCALE-10,SCALE,Evidence truth,,,src/test/modelnet_cr11_scale_tests.cpp,cr11_scale_10_evidence_truth,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,keep evidence tiers distinct and never infer hardware PASS
CASE,CR11-PORT-01,PORT,Dual provider,,,src/test/modelnet_cr11_port_tests.cpp,cr11_port_01_dual_provider,,NATIVE,WEAK,src/modelnet/hcp_cr11_engine.inc.cpp,Two HcpEngine::Create instances; not two gateways serving a package
CASE,CR11-PORT-02,PORT,No spend failover,,,src/test/modelnet_cr11_port_tests.cpp,cr11_port_02_no_spend_failover,,NOT_RUN,TAUTOLOGY,src/modelnet/hcp_cr11_engine.inc.cpp,last execution empty || not empty always true
CASE,CR11-PORT-03,PORT,No key export,,,src/test/modelnet_cr11_port_tests.cpp,cr11_port_03_no_key_export,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,require new authentication and never transfer secret authority
CASE,CR11-PORT-04,PORT,Custody obligations,,,src/test/modelnet_cr11_port_tests.cpp,cr11_port_04_custody_obligations,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,keep original custodian responsibility visible and recoverable
CASE,CR11-PORT-05,PORT,Old client,,,src/test/modelnet_cr11_port_tests.cpp,cr11_port_05_old_client,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,work without extension fields
CASE,CR11-PORT-06,PORT,Old server,,,src/test/modelnet_cr11_port_tests.cpp,cr11_port_06_old_server,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,refuse unsupported extension clearly
CASE,CR11-PORT-07,PORT,Extension rollback,,,src/test/modelnet_cr11_port_tests.cpp,cr11_port_07_extension_rollback,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,keep recovery/exports while blocking new effects
CASE,CR11-PORT-08,PORT,Revoked provider,,,src/test/modelnet_cr11_port_tests.cpp,cr11_port_08_revoked_provider,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,deny new effects without deleting acquired public models
CASE,CR11-PORT-09,PORT,Exact export,,,src/test/modelnet_cr11_port_tests.cpp,cr11_port_09_exact_export,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,retain exact immutable commitments and attribution
CASE,CR11-PORT-10,PORT,Actual cross-venue money,,,src/test/modelnet_cr11_port_tests.cpp,cr11_port_10_actual_cross_venue_money,,NATIVE,WEAK,src/modelnet/hcp_cr11_engine.inc.cpp,AccountAvailable==1000; no real rails
CASE,CR11-INTEGRATE-01,INTEGRATE,Custody fee basis,,,src/test/modelnet_cr11_integrate_tests.cpp,cr11_integrate_01_custody_fee_basis,,NATIVE,WEAK,src/modelnet/hcp_cr11_engine.inc.cpp,automatic_spend_atoms==0 only
CASE,CR11-INTEGRATE-02,INTEGRATE,Trading fees,,,src/test/modelnet_cr11_integrate_tests.cpp,cr11_integrate_02_trading_fees,,NATIVE,WEAK,src/modelnet/hcp_cr11_engine.inc.cpp,IntentCount==0
CASE,CR11-INTEGRATE-03,INTEGRATE,Funding principal,,,src/test/modelnet_cr11_integrate_tests.cpp,cr11_integrate_03_funding_principal,,NATIVE,WEAK,src/modelnet/hcp_cr11_engine.inc.cpp,finance_enabled true
CASE,CR11-INTEGRATE-04,INTEGRATE,Family purpose separation,,,src/test/modelnet_cr11_integrate_tests.cpp,cr11_integrate_04_family_purpose_separation,,NATIVE,WEAK,src/modelnet/hcp_cr11_engine.inc.cpp,family_view + extension enabled
CASE,CR11-INTEGRATE-05,INTEGRATE,Measured savings,,,src/test/modelnet_cr11_integrate_tests.cpp,cr11_integrate_05_measured_savings,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,separate measurement from forecast and eliminate duplicate cost allocation
CASE,CR11-INTEGRATE-06,INTEGRATE,Second partner onboarding,,,src/test/modelnet_cr11_integrate_tests.cpp,cr11_integrate_06_second_partner_onboarding,,NATIVE,WEAK,src/modelnet/hcp_cr11_engine.inc.cpp,Create second engine provider-b; no adapter conformance
CASE,CR11-INTEGRATE-07,INTEGRATE,Real route coverage,,,src/test/modelnet_cr11_integrate_tests.cpp,cr11_integrate_07_real_route_coverage,,NATIVE,WEAK,src/modelnet/hcp_cr11_engine.inc.cpp,10 GET list paths; claims 50 ops; ok>=8
CASE,CR11-INTEGRATE-08,INTEGRATE,SDK parity,,,src/test/modelnet_cr11_integrate_tests.cpp,cr11_integrate_08_sdk_parity,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,match exact body IDs and rejection rules; real signatures are separate tests
CASE,CR11-INTEGRATE-09,INTEGRATE,No remote inference,,,src/test/modelnet_cr11_integrate_tests.cpp,cr11_integrate_09_no_remote_inference,,NATIVE,REAL,src/modelnet/hcp_cr11_engine.inc.cpp,expose no public prompt router or per-token payment path
CASE,CR11-INTEGRATE-10,INTEGRATE,Regression closure,,,src/test/modelnet_cr11_integrate_tests.cpp,cr11_integrate_10_regression_closure,,NATIVE,WEAK,src/modelnet/hcp_cr11_engine.inc.cpp,GET /profile ProviderProfile; does not run 120 HCP cases
